Result 1 B4:
Index, Spine, Page
30, (11, 13), (8, 9, 10, 14)
31, (11, 13), (8, 9, 10, 14)
46, (10, 13), (7, 9, 11, 16)
47, (10, 13), (7, 9, 11, 16)
50, (8, 13), (7, 11, 14, 16)
51, (8, 13), (7, 11, 14, 16)
54, (8, 13), (7, 11, 14, 16)
55, (8, 13), (7, 11, 14, 16)
58, (8, 13), (7, 11, 14, 16)
59, (8, 13), (7, 11, 14, 16)
62, (10, 13), (7, 9, 11, 16)
63, (10, 13), (7, 9, 11, 16)
79, (9, 13), (6, 10, 11, 12)
82, (8, 13), (6, 11, 14, 16)
83, (8, 13), (6, 11, 14, 16)
86, (8, 13), (6, 11, 14, 16)
87, (8, 13), (6, 11, 14, 16)
89, (6, 13), (8, 9, 12, 16)
90, (8, 13), (6, 11, 14, 16)
91, (8, 13), (6, 11, 14, 16)
93, (6, 13), (8, 9, 12, 16)
94, (8, 13), (6, 11, 14, 16)
95, (9, 13), (6, 10, 11, 12)
105, (6, 13), (7, 9, 12, 16)
107, (6, 13), (7, 9, 12, 16)
109, (6, 13), (7, 9, 12, 16)
110, (10, 13), (7, 9, 11, 16)
111, (9, 13), (6, 10, 11, 12)
112, (8, 13), (6, 7, 14, 16)
113, (8, 13), (6, 7, 14, 16)
114, (8, 13), (6, 7, 11, 14)
115, (8, 13), (6, 7, 11, 14)
116, (8, 13), (6, 7, 14, 16)
117, (8, 13), (6, 7, 14, 16)
118, (8, 13), (6, 7, 11, 14)
119, (8, 13), (6, 7, 11, 14)
120, (8, 13), (6, 7, 14, 16)
121, (8, 13), (6, 7, 14, 16)
122, (8, 13), (6, 7, 11, 14)
123, (8, 13), (6, 7, 11, 14)
124, (8, 13), (6, 7, 14, 16)
125, (8, 13), (6, 7, 14, 16)
126, (8, 13), (6, 7, 11, 14)
127, (8, 13), (6, 7, 11, 14)
142, (11, 13), (5, 9, 10, 14)
143, (11, 13), (5, 9, 10, 14)
146, (8, 13), (5, 11, 14, 16)
147, (8, 13), (5, 11, 14, 16)
150, (11, 13), (5, 8, 10, 14)
151, (11, 13), (5, 8, 10, 14)
154, (11, 13), (5, 8, 9, 14)
155, (11, 13), (5, 8, 9, 14)
158, (11, 13), (5, 8, 9, 10)
159, (11, 13), (5, 8, 9, 10)
174, (11, 13), (5, 9, 10, 14)
175, (11, 13), (5, 9, 10, 14)
176, (8, 13), (5, 7, 14, 16)
177, (8, 13), (5, 7, 14, 16)
178, (8, 13), (5, 7, 11, 14)
179, (8, 13), (5, 7, 11, 14)
180, (8, 13), (5, 7, 14, 16)
181, (8, 13), (5, 7, 14, 16)
182, (8, 13), (5, 7, 11, 14)
183, (8, 13), (5, 7, 11, 14)
184, (8, 13), (5, 7, 14, 16)
185, (8, 13), (5, 7, 14, 16)
186, (8, 13), (5, 7, 11, 14)
187, (8, 13), (5, 7, 11, 14)
188, (8, 13), (5, 7, 14, 16)
